96	,	98.970501
96	,	98.970193
96	,	99.039638
96	,	99.078745
96	,	99.199024
96	,	99.20183
96	,	99.196642
96	,	99.221349
96	,	99.23567
96	,	99.16844
96	,	99.025611
96	,	99.03708
96	,	98.948681
96	,	98.953106
96	,	98.961263
97	,	98.972443
97	,	98.967476
97	,	98.940233
97	,	98.982636
97	,	99.031076
97	,	99.251834
97	,	99.30747
97	,	99.301698
97	,	99.331547
97	,	99.467882
97	,	99.333262
97	,	99.263631
97	,	99.327769
97	,	99.263648
97	,	99.288223
97	,	99.312232
97	,	99.355888
97	,	99.398533
97	,	99.416237
97	,	99.561136
97	,	99.739318
97	,	99.807341
97	,	99.849636
97	,	99.883871
97	,	99.917003
97	,	99.924532
97	,	99.876344
97	,	99.858501
97	,	99.848756
97	,	99.849353
97	,	99.776727
97	,	99.784546
97	,	99.699725
97	,	99.696451
97	,	99.701221
97	,	99.469129
97	,	99.502435
97	,	99.531793
97	,	99.525419
97	,	99.461307
97	,	99.472954
97	,	99.505746
97	,	99.587677
97	,	99.579806
97	,	99.534413
97	,	98.839757
97	,	98.882242
97	,	98.942276
97	,	99.098325
97	,	99.112021
97	,	99.074751
97	,	99.111646
97	,	99.259382
97	,	99.291514
97	,	99.279332
97	,	99.317955
97	,	99.40362
97	,	99.416564
97	,	99.439928
97	,	99.48831
97	,	99.498305
97	,	99.550194
97	,	99.527707
97	,	99.550397
97	,	99.606982
97	,	99.713668
97	,	99.782543
97	,	99.838496
97	,	99.939689
97	,	100.045353
97	,	100.085445
97	,	100.154742
97	,	100.22991
97	,	100.213886
97	,	100.231056
97	,	100.252838
97	,	100.333531
97	,	100.347725
97	,	100.331775
97	,	100.328405
97	,	100.377457
97	,	100.376636
97	,	100.288607
97	,	100.28073
97	,	100.278951
97	,	100.21658
97	,	100.139722
97	,	100.17211
97	,	100.202018
97	,	100.245703
97	,	100.170004
97	,	100.26443
97	,	100.327848
97	,	100.333185
97	,	100.249939
97	,	100.266658
97	,	100.292293
97	,	100.194071
97	,	100.137058
97	,	100.218668
97	,	100.291637
97	,	100.311351
97	,	100.337704
97	,	100.416918
97	,	100.490573
100	,	100.563938
100	,	100.536662
100	,	100.456483
100	,	100.059849
100	,	99.504855
100	,	99.420762
100	,	99.078752
100	,	98.555785
100	,	98.938507
100	,	98.90176
100	,	98.7664
100	,	98.921071
